Test_Module,Test_Class,Depends_On_Class,Type
tika-serialization,TestParseContextSerialization.java,org.apache.tika.metadata.filter.CompositeMetadataFilter,Static Dependency
tika-serialization,TestParseContextSerialization.java,org.apache.tika.extractor.DocumentSelector,Static Dependency
tika-serialization,TestParseContextSerialization.java,org.apache.tika.extractor.SkipEmbeddedDocumentSelector,Static Dependency
tika-serialization,TestParseContextSerialization.java,org.apache.tika.metadata.filter.AttachmentCountingListFilter,Static Dependency
tika-serialization,TestParseContextSerialization.java,org.apache.tika.serialization.serdes.ParseContextDeserializer,Static Dependency
tika-serialization,TestParseContextSerialization.java,org.apache.tika.parser.SimplePasswordProvider,Static Dependency
tika-serialization,TestParseContextSerialization.java,org.apache.tika.serialization.serdes.ParseContextSerializer,Static Dependency
tika-serialization,TestParseContextSerialization.java,org.apache.tika.config.loader.TikaObjectMapperFactory,Static Dependency
tika-serialization,JsonMetadataTest.java,java.nio.file.Paths,Static Dependency
tika-serialization,JsonMetadataTest.java,java.io.IOException,Static Dependency
tika-serialization,JsonMetadataTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,JsonMetadataTest.java,java.io.StringWriter,Static Dependency
tika-serialization,JsonMetadataTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-serialization,JsonMetadataTest.java,java.io.StringReader,Static Dependency
tika-serialization,JsonMetadataTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-serialization,JsonMetadataTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-serialization,RoundTripSerializationTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,RoundTripSerializationTest.java,org.apache.tika.serialization.serdes.ParseContextSerializer,Static Dependency
tika-serialization,RoundTripSerializationTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-serialization,RoundTripSerializationTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-serialization,RoundTripSerializationTest.java,com.fasterxml.jackson.databind.module.SimpleModule,Static Dependency
tika-serialization,RoundTripSerializationTest.java,org.apache.tika.serialization.serdes.ParseContextDeserializer,Static Dependency
tika-serialization,RoundTripSerializationTest.java,com.fasterxml.jackson.databind.JsonNode,Static Dependency
tika-serialization,RoundTripSerializationTest.java,org.apache.tika.config.TikaTaskTimeout,Static Dependency
tika-serialization,RoundTripSerializationTest.java,org.apache.tika.config.loader.TikaObjectMapperFactory,Static Dependency
tika-serialization,RoundTripSerializationTest.java,com.fasterxml.jackson.databind.ObjectMapper,Static Dependency
tika-serialization,MockDigesterFactory.java,org.apache.tika.config.TikaComponent,Static Dependency
tika-serialization,AutoDetectParserConfigTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,AutoDetectParserConfigTest.java,org.apache.tika.extractor.RUnpackExtractorFactory,Static Dependency
tika-serialization,AutoDetectParserConfigTest.java,org.apache.tika.utils.StringUtils,Static Dependency
tika-serialization,AutoDetectParserConfigTest.java,org.apache.tika.TikaTest,Static Dependency
tika-serialization,AutoDetectParserConfigTest.java,org.apache.tika.extractor.EmbeddedBytesSelector,Static Dependency
tika-serialization,AutoDetectParserConfigTest.java,org.apache.tika.extractor.RUnpackExtractor,Static Dependency
tika-serialization,AutoDetectParserConfigTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-serialization,AutoDetectParserConfigTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-serialization,AutoDetectParserConfigTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-serialization,ExternalParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,ExternalParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-serialization,ExternalParserTest.java,java.nio.charset.StandardCharsets,Static Dependency
tika-serialization,ExternalParserTest.java,java.util.List,Static Dependency
tika-serialization,ExternalParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-serialization,ExternalParserTest.java,org.apache.tika.parser.ParserDecorator,Static Dependency
tika-serialization,ExternalParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-serialization,ExternalParserTest.java,org.apache.tika.parser.CompositeParser,Static Dependency
tika-serialization,ExternalParserTest.java,org.xml.sax.helpers.DefaultHandler,Static Dependency
tika-serialization,ExternalParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-serialization,ExternalParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-serialization,ExternalParserTest.java,org.apache.tika.parser.RegexCaptureParser,Static Dependency
tika-serialization,ExternalParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-serialization,ExternalParserTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-serialization,StandardWriteFilterTest.java,org.apache.tika.parser.AutoDetectParserConfig,Static Dependency
tika-serialization,StandardWriteFilterTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-serialization,StandardWriteFilterTest.java,org.apache.tika.mime.MimeTypes,Static Dependency
tika-serialization,StandardWriteFilterTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-serialization,StandardWriteFilterTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-serialization,StandardWriteFilterTest.java,org.apache.tika.mime.MediaType,Static Dependency
tika-serialization,StandardWriteFilterTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-serialization,StandardWriteFilterTest.java,org.apache.tika.metadata.OfficeOpenXMLExtended,Static Dependency
tika-serialization,StandardWriteFilterTest.java,java.nio.charset.StandardCharsets,Static Dependency
tika-serialization,StandardWriteFilterTest.java,org.apache.tika.mime.MediaTypeRegistry,Static Dependency
tika-serialization,StandardWriteFilterTest.java,org.apache.tika.parser.AutoDetectParser,Static Dependency
tika-serialization,StandardWriteFilterTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-serialization,StandardWriteFilterTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-serialization,StandardWriteFilterTest.java,java.util.Set,Static Dependency
tika-serialization,StandardWriteFilterTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,StandardWriteFilterTest.java,java.util.List,Static Dependency
tika-serialization,StandardWriteFilterTest.java,org.apache.tika.TikaTest,Static Dependency
tika-serialization,StandardWriteFilterTest.java,org.apache.tika.metadata.Property,Static Dependency
tika-serialization,StandardWriteFilterTest.java,java.util.Collections,Static Dependency
tika-serialization,MockUpperCaseFilter.java,org.apache.tika.config.TikaComponent,Static Dependency
tika-serialization,MockUpperCaseFilter.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-serialization,MockUpperCaseFilter.java,java.util.Locale,Static Dependency
tika-serialization,AttachmentCountingListFilter.java,org.apache.tika.config.TikaComponent,Static Dependency
tika-serialization,AttachmentCountingListFilter.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-serialization,AttachmentCountingListFilter.java,java.util.List,Static Dependency
tika-serialization,AttachmentCountingListFilter.java,org.apache.tika.exception.TikaException,Static Dependency
tika-serialization,MetadataListFilterTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,MetadataListFilterTest.java,org.apache.tika.TikaTest,Static Dependency
tika-serialization,MetadataListFilterTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-serialization,TestMetadataFilter.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,TestMetadataFilter.java,java.util.List,Static Dependency
tika-serialization,TestMetadataFilter.java,org.apache.tika.TikaTest,Static Dependency
tika-serialization,TestMetadataFilter.java,java.util.Arrays,Static Dependency
tika-serialization,TestMetadataFilter.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-serialization,TestMetadataFilter.java,java.util.ArrayList,Static Dependency
tika-serialization,TestMetadataFilter.java,java.util.HashSet,Static Dependency
tika-serialization,TestMetadataFilter.java,org.apache.tika.mime.MediaType,Static Dependency
tika-serialization,TestMetadataFilter.java,org.apache.tika.exception.TikaException,Static Dependency
tika-serialization,TestMetadataFilter.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-serialization,TestMetadataFilter.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-serialization,TestMetadataFilter.java,java.util.Set,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.io.IOException,Static Dependency
tika-e2e-tests,ExternalTestBase.java,lombok.extern.slf4j.Slf4j,Static Dependency
tika-e2e-tests,ExternalTestBase.java,org.testcontainers.containers.wait.strategy.Wait,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.nio.file.StandardCopyOption,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.time.Duration,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.util.zip.ZipEntry,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.nio.file.Files,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.util.concurrent.TimeUnit,Static Dependency
tika-e2e-tests,ExternalTestBase.java,org.apache.tika.FetchAndParseReply,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.util.regex.Pattern,Static Dependency
tika-e2e-tests,ExternalTestBase.java,org.junit.jupiter.api.AfterAll,Static Dependency
tika-e2e-tests,ExternalTestBase.java,org.testcontainers.containers.DockerComposeContainer,Static Dependency
tika-e2e-tests,ExternalTestBase.java,org.junit.jupiter.api.BeforeAll,Static Dependency
tika-e2e-tests,ExternalTestBase.java,org.junit.jupiter.api.TestInstance,Static Dependency
tika-e2e-tests,ExternalTestBase.java,org.testcontainers.junit.jupiter.Testcontainers,Static Dependency
tika-e2e-tests,ExternalTestBase.java,io.grpc.ManagedChannel,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.io.File,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.io.InputStream,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.io.FileInputStream,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.io.OutputStream,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.nio.file.Path,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.util.stream.Stream,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.util.HashSet,Static Dependency
tika-e2e-tests,ExternalTestBase.java,io.grpc.ManagedChannelBuilder,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.util.zip.ZipInputStream,Static Dependency
tika-e2e-tests,ExternalTestBase.java,org.testcontainers.containers.output.Slf4jLogConsumer,Static Dependency
tika-e2e-tests,ExternalTestBase.java,com.fasterxml.jackson.databind.ObjectMapper,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.util.Set,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.time.temporal.ChronoUnit,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.util.List,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.net.URL,Static Dependency
tika-e2e-tests,ExternalTestBase.java,org.junit.jupiter.api.Assertions,Static Dependency
tika-e2e-tests,ExternalTestBase.java,java.util.concurrent.Executors,Static Dependency
tika-e2e-tests,ExternalTestBase.java,org.junit.jupiter.api.Tag,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,java.io.IOException,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,lombok.extern.slf4j.Slf4j,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,io.grpc.stub.StreamObserver,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,org.testcontainers.containers.wait.strategy.Wait,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,java.nio.file.StandardCopyOption,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,java.time.Duration,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,java.util.zip.ZipEntry,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,java.nio.file.Files,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,java.util.concurrent.TimeUnit,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,org.apache.tika.FetchAndParseReply,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,org.junit.jupiter.api.AfterAll,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,org.testcontainers.containers.DockerComposeContainer,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,org.junit.jupiter.api.BeforeAll,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,org.junit.jupiter.api.TestInstance,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,org.apache.tika.SaveFetcherReply,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,org.testcontainers.junit.jupiter.Testcontainers,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,io.grpc.ManagedChannel,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,java.io.File,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,java.util.ArrayList,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,java.io.InputStream,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,java.io.FileInputStream,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,org.apache.tika.pipes.fetcher.fs.FileSystemFetcherConfig,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,java.io.OutputStream,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,org.apache.tika.FetchAndParseRequest,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,org.apache.tika.TikaGrpc,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,java.nio.file.Path,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,java.util.concurrent.CountDownLatch,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,java.util.stream.Stream,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,io.grpc.ManagedChannelBuilder,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,java.util.zip.ZipInputStream,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,org.testcontainers.containers.output.Slf4jLogConsumer,Static Dependency
tika-e2e-tests,IgniteConfigStoreTest.java,com.fasterxml.jackson.databind.ObjectMapper,Static Dependency
