Test_Module,Test_Class,Depends_On_Class,Type
tika-parsers,TMXParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,TikaLoaderHelper.java,java.nio.file.Paths,Static Dependency
tika-parsers,TikaLoaderHelper.java,java.io.IOException,Static Dependency
tika-parsers,TikaLoaderHelper.java,java.net.URISyntaxException,Static Dependency
tika-parsers,TikaLoaderHelper.java,org.apache.tika.exception.TikaConfigException,Static Dependency
tika-parsers,TikaLoaderHelper.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-parsers,TestFileCommandDetector.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,TestFileCommandDetector.java,org.apache.tika.utils.XMLReaderUtils,Static Dependency
tika-parsers,TestFileCommandDetector.java,java.io.File,Static Dependency
tika-parsers,TestFileCommandDetector.java,java.io.FileFilter,Static Dependency
tika-parsers,TestFileCommandDetector.java,java.util.Random,Static Dependency
tika-parsers,TestFileCommandDetector.java,org.apache.tika.MultiThreadedTikaTest,Static Dependency
tika-parsers,TestZipDetector.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,TestZipDetector.java,org.junit.jupiter.api.AfterAll,Static Dependency
tika-parsers,TestZipDetector.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,TestZipDetector.java,java.nio.file.Path,Static Dependency
tika-parsers,TestZipDetector.java,java.io.BufferedInputStream,Static Dependency
tika-parsers,TestZipDetector.java,org.junit.jupiter.api.BeforeAll,Static Dependency
tika-parsers,TestZipDetector.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,TestZipDetector.java,java.nio.file.StandardCopyOption,Static Dependency
tika-parsers,TestZipDetector.java,org.apache.tika.Tika,Static Dependency
tika-parsers,TestZipDetector.java,java.io.ByteArrayInputStream,Static Dependency
tika-parsers,TestZipDetector.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,TestZipDetector.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,TestZipDetector.java,java.nio.file.Files,Static Dependency
tika-parsers,TestZipDetector.java,java.io.InputStream,Static Dependency
tika-parsers,TestZipDetector.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-parsers,TestDetectorLoading.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,TestDetectorLoading.java,java.util.List,Static Dependency
tika-parsers,TestDetectorLoading.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-parsers,TestContainerAwareDetector.java,java.io.IOException,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.junit.jupiter.api.Disabled,Static Dependency
tika-parsers,TestContainerAwareDetector.java,java.util.Objects,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.detect.zip.ZipContainerDetector,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.commons.io.IOUtils,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.Tika,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.poi.poifs.filesystem.POIFSFileSystem,Static Dependency
tika-parsers,TestContainerAwareDetector.java,java.io.FileFilter,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.parser.iwork.iwana.IWork13PackageParser,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.detect.zip.DefaultZipContainerDetector,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.MultiThreadedTikaTest,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.mime.MimeTypes,Static Dependency
tika-parsers,TestContainerAwareDetector.java,java.io.File,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,TestContainerAwareDetector.java,java.util.ArrayList,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,TestContainerAwareDetector.java,java.io.InputStream,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.detect.zip.OpenDocumentDetector,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.mime.MediaType,Static Dependency
tika-parsers,TestContainerAwareDetector.java,java.nio.file.Paths,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.junit.jupiter.api.AfterEach,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.mime.MediaTypeRegistry,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,TestContainerAwareDetector.java,java.util.Random,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.parser.iwork.iwana.IWork18PackageParser,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.utils.XMLReaderUtils,Static Dependency
tika-parsers,TestContainerAwareDetector.java,java.util.List,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.detect.zip.StreamingZipContainerDetector,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.detect.microsoft.ooxml.OPCPackageDetector,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.commons.io.output.UnsynchronizedByteArrayOutputStream,Static Dependency
tika-parsers,TestContainerAwareDetector.java,org.apache.tika.exception.TikaException,Static Dependency
tika-parsers,StandardsExtractingContentHandlerTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,StandardsExtractingContentHandlerTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,StandardsExtractingContentHandlerTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,StandardsExtractingContentHandlerTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,StandardsExtractingContentHandlerTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,UpcasingContentHandlerDecoratorFactory.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,UpcasingContentHandlerDecoratorFactory.java,org.apache.tika.config.TikaComponent,Static Dependency
tika-parsers,UpcasingContentHandlerDecoratorFactory.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,UpcasingContentHandlerDecoratorFactory.java,org.xml.sax.SAXException,Static Dependency
tika-parsers,UpcasingContentHandlerDecoratorFactory.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,UpcasingContentHandlerDecoratorFactory.java,java.util.Locale,Static Dependency
tika-parsers,DoublingContentHandlerDecoratorFactory.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,DoublingContentHandlerDecoratorFactory.java,org.apache.tika.config.TikaComponent,Static Dependency
tika-parsers,DoublingContentHandlerDecoratorFactory.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,DoublingContentHandlerDecoratorFactory.java,org.xml.sax.SAXException,Static Dependency
tika-parsers,DoublingContentHandlerDecoratorFactory.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,DoublingContentHandlerDecoratorFactory.java,java.util.Locale,Static Dependency
tika-parsers,PhoneExtractingContentHandlerTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,PhoneExtractingContentHandlerTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,PhoneExtractingContentHandlerTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,PhoneExtractingContentHandlerTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,PhoneExtractingContentHandlerTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,PhoneExtractingContentHandlerTest.java,java.io.InputStream,Static Dependency
tika-parsers,BoilerpipeHandlerTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,BoilerpipeHandlerTest.java,javax.xml.transform.OutputKeys,Static Dependency
tika-parsers,BoilerpipeHandlerTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,BoilerpipeHandlerTest.java,javax.xml.transform.sax.SAXTransformerFactory,Static Dependency
tika-parsers,BoilerpipeHandlerTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,BoilerpipeHandlerTest.java,org.apache.tika.utils.XMLReaderUtils,Static Dependency
tika-parsers,BoilerpipeHandlerTest.java,javax.xml.transform.stream.StreamResult,Static Dependency
tika-parsers,BoilerpipeHandlerTest.java,org.junit.jupiter.api.Disabled,Static Dependency
tika-parsers,BoilerpipeHandlerTest.java,java.io.StringWriter,Static Dependency
tika-parsers,BoilerpipeHandlerTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,BoilerpipeHandlerTest.java,java.io.Writer,Static Dependency
tika-parsers,BoilerpipeHandlerTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,BoilerpipeHandlerTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,BoilerpipeHandlerTest.java,org.apache.tika.parser.html.JSoupParser,Static Dependency
tika-parsers,BoilerpipeHandlerTest.java,org.apache.tika.sax.boilerpipe.BoilerpipeContentHandler,Static Dependency
tika-parsers,BoilerpipeHandlerTest.java,javax.xml.transform.sax.TransformerHandler,Static Dependency
tika-parsers,TikaParserConfigTest.java,java.nio.file.Paths,Static Dependency
tika-parsers,TikaParserConfigTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,TikaParserConfigTest.java,org.apache.tika.parser.DefaultParser,Static Dependency
tika-parsers,TikaParserConfigTest.java,java.util.List,Static Dependency
tika-parsers,TikaParserConfigTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,TikaParserConfigTest.java,org.apache.tika.parser.EmptyParser,Static Dependency
tika-parsers,TikaParserConfigTest.java,java.nio.file.Path,Static Dependency
tika-parsers,TikaParserConfigTest.java,org.apache.tika.parser.ParserDecorator,Static Dependency
tika-parsers,TikaParserConfigTest.java,org.apache.tika.parser.CompositeParser,Static Dependency
tika-parsers,TikaParserConfigTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,TikaParserConfigTest.java,org.apache.tika.mime.MediaType,Static Dependency
tika-parsers,TikaParserConfigTest.java,org.apache.tika.parser.executable.ExecutableParser,Static Dependency
tika-parsers,TikaParserConfigTest.java,org.apache.tika.parser.xml.XMLParser,Static Dependency
tika-parsers,TikaParserConfigTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-parsers,TikaParserConfigTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,TikaParserConfigTest.java,java.util.Set,Static Dependency
tika-parsers,TikaConfigSerializerTest.java,org.junit.jupiter.api.Disabled,Static Dependency
tika-parsers,TikaDetectorConfigTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,TikaDetectorConfigTest.java,org.apache.tika.detect.Detector,Static Dependency
tika-parsers,TikaDetectorConfigTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,TikaDetectorConfigTest.java,org.apache.tika.parser.microsoft.pst.OutlookPSTParser,Static Dependency
tika-parsers,TikaDetectorConfigTest.java,org.apache.tika.detect.CompositeDetector,Static Dependency
tika-parsers,TikaDetectorConfigTest.java,org.apache.tika.detect.microsoft.POIFSContainerDetector,Static Dependency
tika-parsers,TikaDetectorConfigTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,TikaDetectorConfigTest.java,org.apache.tika.detect.EmptyDetector,Static Dependency
tika-parsers,TikaDetectorConfigTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,TikaDetectorConfigTest.java,org.apache.tika.TikaLoaderHelper,Static Dependency
tika-parsers,TikaDetectorConfigTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,TikaDetectorConfigTest.java,org.apache.tika.detect.DefaultDetector,Static Dependency
tika-parsers,TikaDetectorConfigTest.java,org.apache.tika.detect.zip.DefaultZipContainerDetector,Static Dependency
tika-parsers,TikaDetectorConfigTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-parsers,ComponentRegistryIntegrationTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,ComponentRegistryIntegrationTest.java,java.nio.charset.StandardCharsets,Static Dependency
tika-parsers,ComponentRegistryIntegrationTest.java,org.apache.tika.detect.Detector,Static Dependency
tika-parsers,ComponentRegistryIntegrationTest.java,java.util.Map,Static Dependency
tika-parsers,ComponentRegistryIntegrationTest.java,java.net.URL,Static Dependency
tika-parsers,ComponentRegistryIntegrationTest.java,java.util.Enumeration,Static Dependency
tika-parsers,ComponentRegistryIntegrationTest.java,java.io.BufferedReader,Static Dependency
tika-parsers,ComponentRegistryIntegrationTest.java,java.io.InputStreamReader,Static Dependency
tika-parsers,ComponentRegistryIntegrationTest.java,org.apache.tika.TikaLoaderHelper,Static Dependency
tika-parsers,ComponentRegistryIntegrationTest.java,java.util.HashMap,Static Dependency
tika-parsers,ComponentRegistryIntegrationTest.java,java.io.InputStream,Static Dependency
tika-parsers,ComponentRegistryIntegrationTest.java,org.apache.tika.parser.AutoDetectParser,Static Dependency
tika-parsers,ComponentRegistryIntegrationTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,ComponentRegistryIntegrationTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.parser.txt.TXTParser,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,java.nio.file.StandardCopyOption,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.Tika,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.TikaLoaderHelper,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.parser.AbstractEncodingDetectorParser,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,java.nio.file.Files,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,java.util.ArrayList,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.detect.EncodingDetector,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,java.nio.charset.StandardCharsets,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,java.nio.file.Path,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.parser.CompositeParser,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.exception.TikaConfigException,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.detect.CompositeEncodingDetector,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.parser.ParserDecorator,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.parser.txt.UniversalEncodingDetector,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,java.util.List,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.parser.txt.Icu4jEncodingDetector,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.exception.TikaException,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.parser.html.HtmlEncodingDetector,Static Dependency
tika-parsers,TikaEncodingDetectorTest.java,org.apache.tika.detect.OverrideEncodingDetector,Static Dependency
tika-parsers,TikaTranslatorConfigTest.java,java.nio.file.Paths,Static Dependency
tika-parsers,TikaTranslatorConfigTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,TikaTranslatorConfigTest.java,java.nio.file.Path,Static Dependency
tika-parsers,TikaTranslatorConfigTest.java,org.apache.tika.language.translate.DefaultTranslator,Static Dependency
tika-parsers,TikaTranslatorConfigTest.java,org.apache.tika.language.translate.EmptyTranslator,Static Dependency
tika-parsers,TikaTranslatorConfigTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-parsers,ServiceLoaderUtilsTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,ServiceLoaderUtilsTest.java,org.apache.tika.parser.DefaultParser,Static Dependency
tika-parsers,ServiceLoaderUtilsTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,ServiceLoaderUtilsTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,EmbeddedDocumentUtilTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,EmbeddedDocumentUtilTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,EmbeddedDocumentUtilTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,EmbeddedDocumentUtilTest.java,org.apache.tika.parser.EmptyParser,Static Dependency
tika-parsers,EmbeddedDocumentUtilTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,TestXMLEntityExpansion.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,TestXMLEntityExpansion.java,org.apache.tika.utils.XMLReaderUtils,Static Dependency
tika-parsers,TestXMLEntityExpansion.java,java.nio.charset.StandardCharsets,Static Dependency
tika-parsers,TestXMLEntityExpansion.java,org.junit.jupiter.api.Disabled,Static Dependency
tika-parsers,TestXMLEntityExpansion.java,org.junit.jupiter.api.Timeout,Static Dependency
tika-parsers,TestXMLEntityExpansion.java,org.xml.sax.SAXParseException,Static Dependency
tika-parsers,TestXMLEntityExpansion.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,TestXMLEntityExpansion.java,javax.xml.XMLConstants,Static Dependency
tika-parsers,TestXMLEntityExpansion.java,org.apache.tika.exception.TikaException,Static Dependency
tika-parsers,TestXMLEntityExpansion.java,javax.xml.parsers.SAXParserFactory,Static Dependency
tika-parsers,TestParsers.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,TestParsers.java,org.junit.jupiter.api.Disabled,Static Dependency
tika-parsers,TestParsers.java,org.junit.jupiter.api.BeforeAll,Static Dependency
tika-parsers,TestParsers.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,TestParsers.java,org.apache.tika.Tika,Static Dependency
tika-parsers,TestParsers.java,org.xml.sax.helpers.DefaultHandler,Static Dependency
tika-parsers,TestParsers.java,java.io.File,Static Dependency
tika-parsers,TestParsers.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,TestParsers.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,TestParsers.java,org.apache.tika.MultiThreadedTikaTest,Static Dependency
tika-parsers,AutoDetectParserTest.java,java.io.IOException,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.detect.Detector,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.exception.WriteLimitReachedException,Static Dependency
tika-parsers,AutoDetectParserTest.java,java.util.zip.ZipEntry,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.TikaLoaderHelper,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.sax.ToXMLContentHandler,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.sax.WriteOutContentHandler,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.extractor.RUnpackExtractorFactory,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.parser.ogg.FlacParser,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,AutoDetectParserTest.java,java.io.ByteArrayOutputStream,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,AutoDetectParserTest.java,java.util.zip.ZipOutputStream,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.mime.MediaType,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.parser.ogg.VorbisParser,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.parser.external.CompositeExternalParser,Static Dependency
tika-parsers,AutoDetectParserTest.java,java.util.HashSet,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,AutoDetectParserTest.java,java.util.Set,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,AutoDetectParserTest.java,java.util.List,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.parser.ogg.OpusParser,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.exception.ZeroByteFileException,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.exception.TikaException,Static Dependency
tika-parsers,AutoDetectParserTest.java,org.apache.tika.metadata.XMPDM,Static Dependency
tika-parsers,XMLTestBase.java,java.io.IOException,Static Dependency
tika-parsers,XMLTestBase.java,org.apache.commons.io.IOUtils,Static Dependency
tika-parsers,XMLTestBase.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,XMLTestBase.java,java.util.zip.ZipEntry,Static Dependency
tika-parsers,XMLTestBase.java,org.xml.sax.helpers.DefaultHandler,Static Dependency
tika-parsers,XMLTestBase.java,java.nio.file.Files,Static Dependency
tika-parsers,XMLTestBase.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,XMLTestBase.java,java.util.zip.ZipFile,Static Dependency
tika-parsers,XMLTestBase.java,java.io.ByteArrayOutputStream,Static Dependency
tika-parsers,XMLTestBase.java,org.xml.sax.SAXException,Static Dependency
tika-parsers,XMLTestBase.java,java.io.File,Static Dependency
tika-parsers,XMLTestBase.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,XMLTestBase.java,java.util.zip.ZipOutputStream,Static Dependency
tika-parsers,XMLTestBase.java,javax.xml.parsers.SAXParser,Static Dependency
tika-parsers,XMLTestBase.java,org.apache.tika.mime.MediaType,Static Dependency
tika-parsers,XMLTestBase.java,java.nio.file.Path,Static Dependency
tika-parsers,XMLTestBase.java,org.apache.tika.sax.TextContentHandler,Static Dependency
tika-parsers,XMLTestBase.java,javax.xml.parsers.SAXParserFactory,Static Dependency
tika-parsers,XMLTestBase.java,java.util.Set,Static Dependency
tika-parsers,XMLTestBase.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,XMLTestBase.java,java.io.FileOutputStream,Static Dependency
tika-parsers,XMLTestBase.java,java.util.Enumeration,Static Dependency
tika-parsers,XMLTestBase.java,org.apache.tika.sax.TaggedContentHandler,Static Dependency
tika-parsers,XMLTestBase.java,javax.xml.parsers.ParserConfigurationException,Static Dependency
tika-parsers,XMLTestBase.java,java.util.Collections,Static Dependency
tika-parsers,XMLTestBase.java,org.apache.tika.exception.TikaException,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,java.io.IOException,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,org.apache.tika.MultiThreadedTikaTest,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,org.apache.tika.exception.TikaException,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,java.util.Arrays,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,org.xml.sax.SAXException,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,org.apache.tika.sax.XHTMLContentHandler,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,java.util.Collections,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,java.nio.charset.Charset,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,java.io.FileFilter,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,java.util.HashSet,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,org.apache.tika.detect.AutoDetectReader,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,org.apache.tika.mime.MediaType,Static Dependency
tika-parsers,AutoDetectReaderParserTest.java,java.util.Set,Static Dependency
tika-parsers,ParsingReaderTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,ParsingReaderTest.java,java.io.Reader,Static Dependency
tika-parsers,ParsingReaderTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,ParsingReaderTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,ParsingReaderTest.java,java.io.ByteArrayInputStream,Static Dependency
tika-parsers,ParsingReaderTest.java,java.io.InputStream,Static Dependency
tika-parsers,ParsingReaderTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,java.io.IOException,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,org.apache.tika.sax.BasicContentHandlerFactory,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,org.apache.commons.io.IOUtils,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,org.apache.tika.TikaLoaderHelper,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,org.apache.tika.sax.AbstractRecursiveParserWrapperHandler,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,java.io.InputStream,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,org.apache.commons.io.input.ProxyInputStream,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,java.util.HashSet,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,java.util.Set,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,java.util.List,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,org.apache.tika.sax.RecursiveParserWrapperHandler,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,org.apache.commons.io.input.ClosedInputStream,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,org.apache.tika.sax.ContentHandlerFactory,Static Dependency
tika-parsers,RecursiveParserWrapperTest.java,org.apache.tika.exception.TikaException,Static Dependency
tika-parsers,AutoDetectParserConfigTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,AutoDetectParserConfigTest.java,java.util.List,Static Dependency
tika-parsers,AutoDetectParserConfigTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,AutoDetectParserConfigTest.java,java.nio.file.Path,Static Dependency
tika-parsers,AutoDetectParserConfigTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,AutoDetectParserConfigTest.java,org.apache.tika.TikaLoaderHelper,Static Dependency
tika-parsers,AutoDetectParserConfigTest.java,java.nio.file.Files,Static Dependency
