project,versionId,versionIndex,versionDate,AbstractnessMetric,ChangeHasOccurred,ComponentType,FanIn,FanOut,InstabilityMetric,IsNested,LinesOfCode,NumberOfChildren,PageRank,TotalAmountOfChanges,constructType,filePathReal,filePathRelative,name,simpleName,vertexId,vertexLabel
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,2,6,0.0,false,66,0,2.108236337501707E-4,0,CONCRETE_CLASS,/data/tika/tika-eval/tika-eval-app/src/main/java/org/apache/tika/eval/app/io/DBWriter.java,tika-eval/tika-eval-app/src/main/java/org/apache/tika/eval/app/io/DBWriter.java,org.apache.tika.eval.app.io.DBWriter,DBWriter,13947,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,ENUM,0,0,0.0,false,12,0,1.8787557434076361E-4,0,ENUM,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/fsshttpb/streamobj/basic/RequestTypes.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/fsshttpb/streamobj/basic/RequestTypes.java,org.apache.tika.parser.microsoft.onenote.fsshttpb.streamobj.basic.RequestTypes,RequestTypes,22143,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,4,0.0,false,63,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-eval/tika-eval-app/src/test/java/org/apache/tika/eval/app/io/ExtractReaderTest.java,tika-eval/tika-eval-app/src/test/java/org/apache/tika/eval/app/io/ExtractReaderTest.java,org.apache.tika.eval.app.io.ExtractReaderTest,ExtractReaderTest,18048,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,2,2,0.0,false,21,0,2.1544621666603716E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/ObjectRevisionWithRefCountFNDX.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/ObjectRevisionWithRefCountFNDX.java,org.apache.tika.parser.microsoft.onenote.ObjectRevisionWithRefCountFNDX,ObjectRevisionWithRefCountFNDX,5762,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,3,14,0.0,false,106,0,2.5078226579165557E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-plugins/tika-pipes-file-system/src/main/java/org/apache/tika/pipes/iterator/fs/FileSystemPipesIterator.java,tika-pipes/tika-pipes-plugins/tika-pipes-file-system/src/main/java/org/apache/tika/pipes/iterator/fs/FileSystemPipesIterator.java,org.apache.tika.pipes.iterator.fs.FileSystemPipesIterator,FileSystemPipesIterator,13955,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,INTERFACE,28,4,0.0,false,10,0,0.001072388913199115,0,INTERFACE,/data/tika/tika-core/src/main/java/org/apache/tika/detect/EncodingDetector.java,tika-core/src/main/java/org/apache/tika/detect/EncodingDetector.java,org.apache.tika.detect.EncodingDetector,EncodingDetector,1667,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,3,2,0.0,false,10,0,2.2123104083373303E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/RootObjectReference.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/RootObjectReference.java,org.apache.tika.parser.microsoft.onenote.RootObjectReference,RootObjectReference,5770,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,16,0.0,false,124,0,1.9494757890637393E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/ooxml/SXWPFWordExtractorDecorator.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/ooxml/SXWPFWordExtractorDecorator.java,org.apache.tika.parser.microsoft.ooxml.SXWPFWordExtractorDecorator,SXWPFWordExtractorDecorator,26252,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,4,0.0,false,60,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/TikaServerConfigTest.java,tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/TikaServerConfigTest.java,org.apache.tika.server.core.TikaServerConfigTest,TikaServerConfigTest,9870,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,7,0.0,false,33,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-extended/tika-parser-scientific-module/src/test/java/org/apache/tika/parser/isatab/ISArchiveParserTest.java,tika-parsers/tika-parsers-extended/tika-parser-scientific-module/src/test/java/org/apache/tika/parser/isatab/ISArchiveParserTest.java,org.apache.tika.parser.isatab.ISArchiveParserTest,ISArchiveParserTest,1679,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,2,1,0.0,false,9,0,2.1544621666603716E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/GlobalIdTableEntryFNDX.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/GlobalIdTableEntryFNDX.java,org.apache.tika.parser.microsoft.onenote.GlobalIdTableEntryFNDX,GlobalIdTableEntryFNDX,5778,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,3,2,0.0,false,44,0,4.1606538664857933E-4,0,CONCRETE_CLASS,/data/tika/tika-server/tika-server-core/src/main/java/org/apache/tika/server/core/TlsConfig.java,tika-server/tika-server-core/src/main/java/org/apache/tika/server/core/TlsConfig.java,org.apache.tika.server.core.TlsConfig,TlsConfig,9878,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,2,2,0.0,false,48,0,2.108236337501707E-4,0,CONCRETE_CLASS,/data/tika/tika-eval/tika-eval-app/src/main/java/org/apache/tika/eval/app/StatusReporter.java,tika-eval/tika-eval-app/src/main/java/org/apache/tika/eval/app/StatusReporter.java,org.apache.tika.eval.app.StatusReporter,StatusReporter,13974,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,2,0,0.0,false,6,0,2.875292754691408E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-plugins/tika-pipes-opensearch/src/main/java/org/apache/tika/pipes/reporter/opensearch/HttpClientConfig.java,tika-pipes/tika-pipes-plugins/tika-pipes-opensearch/src/main/java/org/apache/tika/pipes/reporter/opensearch/HttpClientConfig.java,org.apache.tika.pipes.reporter.opensearch.HttpClientConfig,HttpClientConfig,30358,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,2,0,0.0,false,5,0,2.1544621666603716E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/GlobalIdTableStartFNDX.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/GlobalIdTableStartFNDX.java,org.apache.tika.parser.microsoft.onenote.GlobalIdTableStartFNDX,GlobalIdTableStartFNDX,5786,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,14,0.0,false,66,0,2.2783420638224848E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-plugins/tika-pipes-opensearch/src/main/java/org/apache/tika/pipes/reporter/opensearch/OpenSearchPipesReporter.java,tika-pipes/tika-pipes-plugins/tika-pipes-opensearch/src/main/java/org/apache/tika/pipes/reporter/opensearch/OpenSearchPipesReporter.java,org.apache.tika.pipes.reporter.opensearch.OpenSearchPipesReporter,OpenSearchPipesReporter,30367,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,3,7,0.0,false,57,0,2.4071747859947146E-4,0,CONCRETE_CLASS,/data/tika/tika-eval/tika-eval-app/src/main/java/org/apache/tika/eval/app/db/MimeBuffer.java,tika-eval/tika-eval-app/src/main/java/org/apache/tika/eval/app/db/MimeBuffer.java,org.apache.tika.eval.app.db.MimeBuffer,MimeBuffer,13985,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,2,1,0.0,false,5,0,2.1544621666603716E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/ObjectInfoDependencyOverrides.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/ObjectInfoDependencyOverrides.java,org.apache.tika.parser.microsoft.onenote.ObjectInfoDependencyOverrides,ObjectInfoDependencyOverrides,5794,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,10,0.0,false,191,0,1.9494757890637393E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/ooxml/XSLFPowerPointExtractorDecorator.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/ooxml/XSLFPowerPointExtractorDecorator.java,org.apache.tika.parser.microsoft.ooxml.XSLFPowerPointExtractorDecorator,XSLFPowerPointExtractorDecorator,26279,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,7,0.0,false,33,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-code-module/src/test/java/org/apache/tika/parser/mat/MatParserTest.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-code-module/src/test/java/org/apache/tika/parser/mat/MatParserTest.java,org.apache.tika.parser.mat.MatParserTest,MatParserTest,1704,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,3,11,0.0,false,70,0,2.096866882942185E-4,0,CONCRETE_CLASS,/data/tika/tika-server/tika-server-core/src/main/java/org/apache/tika/server/core/resource/PipesResource.java,tika-server/tika-server-core/src/main/java/org/apache/tika/server/core/resource/PipesResource.java,org.apache.tika.server.core.resource.PipesResource,PipesResource,9900,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,2,0.0,false,52,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-eval/tika-eval-app/src/test/java/org/apache/tika/eval/app/AnalyzerManagerTest.java,tika-eval/tika-eval-app/src/test/java/org/apache/tika/eval/app/AnalyzerManagerTest.java,org.apache.tika.eval.app.AnalyzerManagerTest,AnalyzerManagerTest,13997,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,4,0.0,false,76,0,2.0172102546256844E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-plugins/tika-pipes-opensearch/src/main/java/org/apache/tika/pipes/reporter/opensearch/OpenSearchClient.java,tika-pipes/tika-pipes-plugins/tika-pipes-opensearch/src/main/java/org/apache/tika/pipes/reporter/opensearch/OpenSearchClient.java,org.apache.tika.pipes.reporter.opensearch.OpenSearchClient,OpenSearchClient,30382,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,13,1,0.0,false,93,0,0.0011944927498321225,0,CONCRETE_CLASS,/data/tika/tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java,org.apache.tika.sax.ToXMLContentHandler,ToXMLContentHandler,1715,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,2,0,0.0,false,29,0,3.0490396586491206E-4,0,CONCRETE_CLASS,/data/tika/tika-eval/tika-eval-core/src/main/java/org/apache/tika/eval/core/tokens/AlphaIdeographFilterFactory.java,tika-eval/tika-eval-core/src/main/java/org/apache/tika/eval/core/tokens/AlphaIdeographFilterFactory.java,org.apache.tika.eval.core.tokens.AlphaIdeographFilterFactory,AlphaIdeographFilterFactory,14003,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,INTERFACE,1,0,0.0,false,4,0,0.0026143802035979327,0,INTERFACE,/data/tika/tika-core/src/main/java/org/apache/tika/metadata/CreativeCommons.java,tika-core/src/main/java/org/apache/tika/metadata/CreativeCommons.java,org.apache.tika.metadata.CreativeCommons,CreativeCommons,22195,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,4,0.0,false,48,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-html-module/src/test/java/org/apache/tika/parser/html/HtmlEncodingDetectorTest.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-html-module/src/test/java/org/apache/tika/parser/html/HtmlEncodingDetectorTest.java,org.apache.tika.parser.html.HtmlEncodingDetectorTest,HtmlEncodingDetectorTest,18101,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,2,0.0,false,12,0,2.0172102546256844E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-plugins/tika-pipes-opensearch/src/main/java/org/apache/tika/pipes/reporter/opensearch/OpenSearchReporterConfig.java,tika-pipes/tika-pipes-plugins/tika-pipes-opensearch/src/main/java/org/apache/tika/pipes/reporter/opensearch/OpenSearchReporterConfig.java,org.apache.tika.pipes.reporter.opensearch.OpenSearchReporterConfig,OpenSearchReporterConfig,30391,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,8,0.0,false,56,0,2.1070907836446924E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-code-module/src/main/java/org/apache/tika/parser/mat/MatParser.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-code-module/src/main/java/org/apache/tika/parser/mat/MatParser.java,org.apache.tika.parser.mat.MatParser,MatParser,1723,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,0,0.0,false,11,0,1.9502138477386113E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/Int24.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/Int24.java,org.apache.tika.parser.microsoft.onenote.Int24,Int24,5819,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,3,8,0.0,false,71,0,2.435041421187228E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-html-module/src/main/java/org/apache/tika/parser/html/HtmlEncodingDetector.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-html-module/src/main/java/org/apache/tika/parser/html/HtmlEncodingDetector.java,org.apache.tika.parser.html.HtmlEncodingDetector,HtmlEncodingDetector,18110,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,25,0.0,false,135,0,2.0781156351091888E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/ooxml/OOXMLExtractorFactory.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/ooxml/OOXMLExtractorFactory.java,org.apache.tika.parser.microsoft.ooxml.OOXMLExtractorFactory,OOXMLExtractorFactory,26303,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,2,1,0.0,false,3,0,2.1576953591312463E-4,0,CONCRETE_CLASS,/data/tika/tika-eval/tika-eval-core/src/main/java/org/apache/tika/eval/core/textstats/ContentLengthCalculator.java,tika-eval/tika-eval-core/src/main/java/org/apache/tika/eval/core/textstats/ContentLengthCalculator.java,org.apache.tika.eval.core.textstats.ContentLengthCalculator,ContentLengthCalculator,14020,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,2,2,0.0,false,28,0,3.9941539719070976E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/FileNodeListHeader.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/FileNodeListHeader.java,org.apache.tika.parser.microsoft.onenote.FileNodeListHeader,FileNodeListHeader,5829,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,6,0.0,false,101,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/RecursiveMetadataResourceTest.java,tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/RecursiveMetadataResourceTest.java,org.apache.tika.server.core.RecursiveMetadataResourceTest,RecursiveMetadataResourceTest,9928,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,INTERFACE,1,0,0.0,false,16,0,0.0026143802035979327,0,INTERFACE,/data/tika/tika-core/src/main/java/org/apache/tika/metadata/ClimateForcast.java,tika-core/src/main/java/org/apache/tika/metadata/ClimateForcast.java,org.apache.tika.metadata.ClimateForcast,ClimateForcast,22216,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,0,0.0,false,19,0,2.3077969934404976E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-plugins/tika-pipes-opensearch/src/main/java/org/apache/tika/pipes/reporter/opensearch/JsonResponse.java,tika-pipes/tika-pipes-plugins/tika-pipes-opensearch/src/main/java/org/apache/tika/pipes/reporter/opensearch/JsonResponse.java,org.apache.tika.pipes.reporter.opensearch.JsonResponse,JsonResponse,30408,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,5,0.0,false,162,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-html-module/src/test/java/org/apache/tika/parser/html/StandardHtmlEncodingDetectorTest.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-html-module/src/test/java/org/apache/tika/parser/html/StandardHtmlEncodingDetectorTest.java,org.apache.tika.parser.html.StandardHtmlEncodingDetectorTest,StandardHtmlEncodingDetectorTest,18121,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,7,0.0,false,32,0,2.198424799739515E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-html-module/src/main/java/org/apache/tika/parser/html/charsetdetector/StandardHtmlEncodingDetector.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-html-module/src/main/java/org/apache/tika/parser/html/charsetdetector/StandardHtmlEncodingDetector.java,org.apache.tika.parser.html.charsetdetector.StandardHtmlEncodingDetector,StandardHtmlEncodingDetector,18127,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,3,0,0.0,false,5,0,2.9491804178304547E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/RootObjectReferenceBase.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/RootObjectReferenceBase.java,org.apache.tika.parser.microsoft.onenote.RootObjectReferenceBase,RootObjectReferenceBase,5840,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,6,0,0.0,false,35,0,0.00294080926595318,0,CONCRETE_CLASS,/data/tika/tika-core/src/main/java/org/apache/tika/utils/DateUtils.java,tika-core/src/main/java/org/apache/tika/utils/DateUtils.java,org.apache.tika.utils.DateUtils,DateUtils,22224,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,1,0.0,false,12,0,1.997860830965307E-4,0,CONCRETE_CLASS,/data/tika/tika-eval/tika-eval-core/src/main/java/org/apache/tika/eval/core/util/EvalExceptionUtils.java,tika-eval/tika-eval-core/src/main/java/org/apache/tika/eval/core/util/EvalExceptionUtils.java,org.apache.tika.eval.core.util.EvalExceptionUtils,EvalExceptionUtils,14033,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,4,0.0,false,12,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-plugins/tika-pipes-opensearch/src/main/java/org/apache/tika/pipes/reporter/opensearch/OpenSearchReporterFactory.java,tika-pipes/tika-pipes-plugins/tika-pipes-opensearch/src/main/java/org/apache/tika/pipes/reporter/opensearch/OpenSearchReporterFactory.java,org.apache.tika.pipes.reporter.opensearch.OpenSearchReporterFactory,OpenSearchReporterFactory,30420,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,2,0,0.0,false,20,0,4.868540378796265E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-html-module/src/main/java/org/apache/tika/parser/html/charsetdetector/charsets/ReplacementCharset.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-html-module/src/main/java/org/apache/tika/parser/html/charsetdetector/charsets/ReplacementCharset.java,org.apache.tika.parser.html.charsetdetector.charsets.ReplacementCharset,ReplacementCharset,18135,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,8,0.0,false,78,0,1.9494757890637393E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/ooxml/XSSFBExcelExtractorDecorator.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/ooxml/XSSFBExcelExtractorDecorator.java,org.apache.tika.parser.microsoft.ooxml.XSSFBExcelExtractorDecorator,XSSFBExcelExtractorDecorator,26328,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,4,0.0,false,46,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/TikaServerStatusTest.java,tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/TikaServerStatusTest.java,org.apache.tika.server.core.TikaServerStatusTest,TikaServerStatusTest,9945,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,4,0.0,false,15,0,1.997860830965307E-4,0,CONCRETE_CLASS,/data/tika/tika-eval/tika-eval-core/src/main/java/org/apache/tika/eval/core/textstats/TopNTokens.java,tika-eval/tika-eval-core/src/main/java/org/apache/tika/eval/core/textstats/TopNTokens.java,org.apache.tika.eval.core.textstats.TopNTokens,TopNTokens,14041,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,INTERFACE,1,0,0.0,false,3,0,0.0026143802035979327,0,INTERFACE,/data/tika/tika-core/src/main/java/org/apache/tika/metadata/TikaMimeKeys.java,tika-core/src/main/java/org/apache/tika/metadata/TikaMimeKeys.java,org.apache.tika.metadata.TikaMimeKeys,TikaMimeKeys,22234,unit
