Project,Package,Smell,Description
tika,org.apache.tika.config,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.mime; org.apache.tika.parser.
tika,org.apache.tika.config,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.detect; org.apache.tika.parser.
tika,org.apache.tika.config,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.parser; org.apache.tika.parser.multiple.
tika,org.apache.tika.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.config; org.apache.tika.mime; org.apache.tika.config
tika,org.apache.tika.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.config; org.apache.tika.language.translate; org.apache.tika.config
tika,org.apache.tika.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.config; org.apache.tika.parser.mock; org.apache.tika.config
tika,org.apache.tika.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.config; org.apache.tika.utils; org.apache.tika.config
tika,org.apache.tika.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.config; org.apache.tika.pipes.fetcher; org.apache.tika.config
tika,org.apache.tika.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.config; org.apache.tika.pipes.emitter; org.apache.tika.config
tika,org.apache.tika.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.config; org.apache.tika.pipes.pipesiterator; org.apache.tika.config
tika,org.apache.tika.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.config; org.apache.tika.pipes; org.apache.tika.config
tika,org.apache.tika.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.config; org.apache.tika.renderer; org.apache.tika.config
tika,org.apache.tika.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.config; org.apache.tika.metadata.filter; org.apache.tika.config
tika,org.apache.tika.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.config; org.apache.tika.metadata.listfilter; org.apache.tika.config
tika,org.apache.tika.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.config; org.apache.tika.parser.microsoft.pst; org.apache.tika.parser; org.apache.tika.config
tika,org.apache.tika.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.config; org.apache.tika.parser.microsoft.pst; org.apache.tika.parser.html; org.apache.tika.config
tika,org.apache.tika.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.config; org.apache.tika.pipes.async; org.apache.tika.pipes; org.apache.tika.config
tika,org.apache.tika.utils,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 35
tika,org.apache.tika.utils,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.parser; org.apache.tika.config
tika,org.apache.tika.utils,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ServiceLoaderUtilsTest]; [ConcurrentUtilsTest; ConcurrentUtils]; [AnnotationUtilsTest; AnnotationUtils]; [AnnotationUtilsTest.MyParser]; [AnnotationUtilsTest.MyParser]; [AnnotationUtilsTest.MyParser]; [AnnotationUtilsTest.Parent]; [AnnotationUtilsTest.Child]; [AnnotationUtilsTest.Bean]; [XMLReaderUtilsTest; XMLReaderUtils]; [RegexUtilsTest; RegexUtils]; [ServiceLoaderUtilsTest]; [CharsetUtilsTest; CharsetUtils]; [SystemUtils; ProcessUtils; StringUtils; FileProcessResult; StreamGobbler]; [CompareUtils]; [XMLReaderUtils.PoolDOMBuilder]; [XMLReaderUtils.PoolSAXParser]; [XMLReaderUtils.XercesPoolSAXParser]; [XMLReaderUtils.Xerces2PoolSAXParser]; [XMLReaderUtils.BuiltInPoolSAXParser]; [XMLReaderUtils.UnrecognizedPoolSAXParser]; [RereadableInputStream]; [ExceptionUtils; ParserUtils]; [DateUtils]; [ServiceLoaderUtils]. LCC (Lack of Component Cohesion) = 0.71
tika,org.apache.tika.extractor,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika; org.apache.tika.pipes.extractor; org.apache.tika.detect
tika,org.apache.tika.extractor,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.extractor; org.apache.tika.parser; org.apache.tika.extractor
tika,org.apache.tika.parser,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 64
tika,org.apache.tika.parser,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.config; org.apache.tika.parser.digestutils; org.apache.tika.parser.microsoft; org.apache.tika; org.apache.tika.extractor; org.apache.tika.renderer; org.apache.tika.parser.multiple; org.apache.tika.detect; org.apache.tika.metadata.writefilter
tika,org.apache.tika.parser,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DigestingParserTest; Parser; ParserFactory; RecursiveParserWrapper; ParserDecorator; ParseContext; AbstractParser; RegexCaptureParser; ParserPostProcessor; DigestingParser; ParsingReader; CompositeParser; AutoDetectParser; CryptoParser; DefaultParser; AbstractEncodingDetectorParser; ParseRecord; ErrorParser; AutoDetectParserConfig; AbstractExternalProcessParser; NetworkParser; AutoDetectParserFactory; TestXMLEntityExpansion; XMLTestBase; TestXXEInXML; BouncyCastleDigestingParserTest; TestParsers; AutoDetectParserTest; AutoDetectParserTest.MyParser; XMLTestBase.VulnerableDOMParser; XMLTestBase.VulnerableSAXParser; AutoDetectReaderParserTest; AutoDetectReaderParserTest.AutoDetectingReaderParser; ParsingReaderTest; RecursiveParserWrapperTest; AutoDetectParserConfigTest; ParserDecoratorTest; DummyParser; EmptyParser; DummyParameterizedParser; CompositeParserTest; InitializableParserTest; DummyInitializableParser; AutoDetectParserConfigTest; RegexCaptureParserTest; DelegatingParser; StatefulParser; RecursiveParserWrapper.EmbeddedParserDecorator; RecursiveParserWrapper.RecursivelySecureContentHandler]; [AutoDetectParserTest.MyDetector]; [AutoDetectParserTest.TestParams]; [RecursiveParserWrapperTest.CloseCountingInputStream]; [TabularFormatsTest]; [ParameterizedParserTest]; [RenderingParser]; [RecursiveParserWrapper.ParserState]; [RecursiveParserWrapper.SecureHandlerCounter]; [DigestingParser.DigesterFactory]; [DigestingParser.Digester]; [DigestingParser.Encoder]; [ParsingReader.ParsingTask]; [PasswordProvider]; [NetworkParser.ParsingTask]; [NetworkParser.MetaHandler]. LCC (Lack of Component Cohesion) = 0.25
tika,org.apache.tika.parser,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.io; org.apache.tika.parser.microsoft.
tika,org.apache.tika.parser,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.io; org.apache.tika.
tika,org.apache.tika.parser,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.mime; org.apache.tika.metadata.
tika,org.apache.tika.parser,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.sax; org.apache.tika.metadata.
tika,org.apache.tika.parser,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.exception; org.apache.tika.io; org.apache.tika.sax.
tika,org.apache.tika.parser,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.parser; org.apache.tika.parser.digestutils; org.apache.tika.parser
tika,org.apache.tika.parser,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.parser; org.apache.tika.sax; org.apache.tika.parser
tika,org.apache.tika.parser,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.parser; org.apache.tika.parser.multiple; org.apache.tika.parser
tika,org.apache.tika.parser,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.parser; org.apache.tika.parser.microsoft; org.apache.tika.parser.microsoft.rtf; org.apache.tika.parser
tika,org.apache.tika.parser,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.parser; org.apache.tika.parser.microsoft; org.apache.tika.parser.txt; org.apache.tika.parser
tika,org.apache.tika.parser,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.parser; org.apache.tika.parser.microsoft; org.apache.tika.parser.microsoft.msg; org.apache.tika.utils; org.apache.tika.parser
tika,org.apache.tika.parser,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.parser; org.apache.tika.parser.microsoft; org.apache.tika.parser.microsoft.ooxml; org.apache.tika.parser.microsoft.ooxml.xps; org.apache.tika.parser
tika,org.apache.tika.parser,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.parser; org.apache.tika.parser.microsoft; org.apache.tika.parser.microsoft.ooxml; org.apache.tika.zip.utils; org.apache.tika.utils; org.apache.tika.parser
tika,org.apache.tika.parser.mock,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MockParserTest]; [MockParserTest.ParserRunnable]; [VowelParser; MockParser]; [MockParserTest]; [MockParserFactory]; [MockParserFactory]. LCC (Lack of Component Cohesion) = 0.86
tika,org.apache.tika.mime,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 37
tika,org.apache.tika.mime,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika; org.apache.tika.config; org.apache.tika.detect; org.apache.tika.utils
tika,org.apache.tika.parser.journal,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [JournalParserTest; JournalParser; GrobidRESTParser; TEITest; TEIDOMParser]; [TEIDOMParser.Author]; [TEIDOMParser.Affiliation]; [TEIDOMParser.OrgName]; [TEIDOMParser.OrgTypeName]; [TEIDOMParser.Address]; [TEIDOMParser.Country]. LCC (Lack of Component Cohesion) = 0.64
tika,org.apache.tika.parser.geo.topic,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.parser.geo.topic; org.apache.tika.parser.geo.topic.gazetteer; org.apache.tika.parser.geo.topic
tika,org.apache.tika.parser.sentiment,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.metadata; org.apache.tika.
tika,org.apache.tika.parser.geo.topic.gazetteer,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.parser.geo.topic
tika,org.apache.tika.parser.recognition,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ObjectRecognitionParserTest; ObjectRecognitionParser; ObjectRecogniser]; [RecognisedObject]; [AgeRecogniserTest; AgeRecogniser; AgeRecogniserConfig]. LCC (Lack of Component Cohesion) = 0.43
tika,org.apache.tika.parser.recognition,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.metadata; org.apache.tika.
tika,org.apache.tika.parser.recognition,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.parser.recognition; org.apache.tika.parser.recognition.tf; org.apache.tika.parser.recognition
tika,org.apache.tika.parser.recognition.tf,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.parser.recognition
tika,org.apache.tika.parser.isatab,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.io; org.apache.tika.sax.
tika,org.apache.tika.parser.isatab,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.metadata; org.apache.tika.sax.
tika,org.apache.tika.parser.sqlite3,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SQLite3ParserTest]; [SQLite3ParserTest.InputStreamResettingHandler]; [SQLite3ParserTest; SQLite3Parser; SQLite3DBParser]; [SQLite3TableReader]. LCC (Lack of Component Cohesion) = 0.67
tika,org.apache.tika.eval.app.tools,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TopCommonTokenCounterTest; TopCommonTokenCounter; BatchTopCommonTokenCounter; LeipzigHelper; SlowCompositeReaderWrapper; LeipzigSampler]; [CommonTokenOverlapCounter]; [TopCommonTokenCounter.AbstractTokenTFDFPriorityQueue]; [TopCommonTokenCounter.TokenDFTF]; [TopCommonTokenCounter.TokenDFPriorityQueue]; [TrainTestSplit]. LCC (Lack of Component Cohesion) = 0.55
tika,org.apache.tika.eval.app,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ProfilerBatchTest; ExtractProfiler; XMLErrorLogUpdater; XMLErrorLogUpdater.ErrorMsgUpdater; EvalFilePaths; ExtractComparer; AbstractProfiler; MockDBWriter; SimpleComparerTest; ComparerBatchTest; TikaEvalCLI; FileProfiler]; [AnalyzerManagerTest]; [TikaEvalCLITest]; [TikaEvalCLITest.CachingFileVisitor]; [AbstractProfiler.EXCEPTION_TYPE]; [AbstractProfiler.PARSE_ERROR_TYPE]. LCC (Lack of Component Cohesion) = 0.35
tika,org.apache.tika.eval.app,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.eval.core.tokens; org.apache.tika.eval.app.io.
tika,org.apache.tika.eval.app,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.eval.app; org.apache.tika.eval.app.reports; org.apache.tika.eval.app
tika,org.apache.tika.eval.app.io,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ExtractReaderTest; ExtractReader; ExtractReaderException]; [FatalExceptionReaderTest; XMLLogReader; XMLLogMsgHandler]; [ExtractReaderException.TYPE]; [XMLLogReader.LogXMLWrappingInputStream]; [ExtractReader.ALTER_METADATA_LIST]; [ExtractReader.FileSuffixes]; [ExtractReader.FORMAT]; [DBWriter; IDBWriter]; [DBWriter.LastInsert]. LCC (Lack of Component Cohesion) = 0.64
tika,org.apache.tika.eval.app.db,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.config
tika,org.apache.tika.eval.app.db,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AbstractBufferTest; AbstractDBBuffer; MimeBuffer; AbstractBufferTest.Tester; AbstractBufferTest.TestBuffer; DBBuffer; TableInfo; ColInfo; Cols; H2Util; JDBCUtil]; [AbstractBufferTest.MyTestResult]; [JDBCUtil.CREATE_TABLE]; [MimeBuffer.MimeUtil]. LCC (Lack of Component Cohesion) = 0.29
tika,org.apache.tika.eval.app.batch,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ExtractProfilerBuilder; DBConsumersManager; FileProfilerBuilder; EvalConsumerBuilder; EvalConsumersBuilder; ExtractComparerBuilder]; [DBConsumersManager.LogTablePair]. LCC (Lack of Component Cohesion) = 0.29
tika,org.apache.tika.eval.core.util,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MimeUtilTest]; [LanguageIdTest]; [EvalExceptionUtils]; [ContentTags; ContentTagParser]; [ContentTagParser.TikaNodeFilter]; [ContentTagParser.RuntimeSAXException]; [ContentTagParser.XHTMLContentTagHandler]. LCC (Lack of Component Cohesion) = 0.88
tika,org.apache.tika.eval.core.langid,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.langdetect.opennlp
tika,org.apache.tika.eval.core.langid,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.eval.core.langid; org.apache.tika.eval.core.tokens; org.apache.tika.eval.core.textstats; org.apache.tika.eval.core.langid
tika,org.apache.tika.eval.core.textstats,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.eval.core.tokens; org.apache.tika.language.detect.
tika,org.apache.tika.eval.core.textstats,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.eval.core.textstats; org.apache.tika.eval.core.tokens; org.apache.tika.eval.core.textstats
tika,org.apache.tika.eval.core.tokens,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.eval.core.textstats
tika,org.apache.tika.eval.core.tokens,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LuceneTokenCounter; TokenCounterTest; TokenCountPriorityQueue; TokenStatistics; TokenIntPair; AnalyzerManager; TokenCounter; TokenContraster; ContrastStatistics; AnalyzerDeserializer; TokenCounts]; [URLEmailNormalizingFilterFactory]; [URLEmailNormalizingFilterFactory.URLEmailFilter]; [CommonTokenResult]; [AlphaIdeographFilterFactory]; [AlphaIdeographFilterFactory.AlphaFilter]; [LangModel; CommonTokenCountManager]; [CJKBigramAwareLengthFilterFactory]; [CJKBigramAwareLengthFilterFactory.CJKAwareLengthFilter]; [TokenContraster.TokenCountDiffQueue]; [TokenContraster.TokenCountDiff]. LCC (Lack of Component Cohesion) = 0.5
tika,org.apache.tika.fuzzing,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.fuzzing.general; org.apache.tika.fuzzing.cli
tika,org.apache.tika.fuzzing,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.fuzzing; org.apache.tika.fuzzing.general; org.apache.tika.fuzzing
tika,org.apache.tika.fuzzing,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.fuzzing; org.apache.tika.fuzzing.cli; org.apache.tika.fuzzing
tika,org.apache.tika.fuzzing.general,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ByteInjector]; [SpanSwapper]; [GeneralTransformer]; [ByteFlipper]; [Truncator]; [ByteDeleter]. LCC (Lack of Component Cohesion) = 1.0
tika,org.apache.tika.fuzzing.cli,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [FuzzOne]; [FuzzOne.FuzzOneConfig]; [FuzzOne.ParseTask]; [FuzzingCLIConfig; FuzzingCLI; FuzzingCLI.Fuzzer]; [FuzzingCLI.FileAdder]. LCC (Lack of Component Cohesion) = 0.71
tika,org.apache.tika.fork,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 33
tika,org.apache.tika.fork,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ForkParserTest; ForkTestParser; ForkTestParser.ForkTestParserAccessingPackage; ForkTestParser.ForkTestParserWaiting; ContentHandlerProxy; ForkParser; ForkClient; ParserFactoryFactory; ForkServer; ContentHandlerResource; ForkParserTikaBinTest; UpperCasingContentHandler; ForkResource; ClassLoaderResource; RecursiveMetadataContentHandlerResource; InputStreamResource; ForkProxy; InputStreamProxy; ClassLoaderProxy; RecursiveMetadataContentHandlerProxy; MemoryURLStreamHandler; MemoryURLStreamRecord; TimeoutLimits; ForkObjectInputStream]; [ForkParserTest.ToFileHandler]; [ForkParserTest.SBContentHandler]; [ForkParserTest.SBContentHandlerFactory]; [ForkParserTest.NonSerializableHandlerFactory]; [ForkParserTest.LyingNonSerializableContentHandler]; [ForkParserTest.BufferingHandler]; [MemoryURLConnection]; [MetadataContentHandler]; [MemoryURLStreamHandlerFactory]. LCC (Lack of Component Cohesion) = 0.3
tika,org.apache.tika,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 84
tika,org.apache.tika,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.detect
tika,org.apache.tika,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TikaIT; Tika; TypeDetectionBenchmark; TikaDetectionTest]; [MultiThreadedTikaTest; TikaTest]; [MultiThreadedTikaTest.TikaRunner]; [MultiThreadedTikaTest.Extract]; [MultiThreadedTikaTest.SAXPoolResizer]; [MultiThreadedTikaTest.TikaDetectorRunner]; [ResourceLoggingClassLoader]; [TestRereadableInputStream]; [TestRereadableInputStream.TestInputStream]; [TikaTest.XMLResult]; [TikaTest.TrackingHandler]; [TikaTest.ByteCopyingHandler]; [TikaGrpc; SaveFetcherReply; SaveFetcherReply.Builder; SavePipesIteratorReply; SavePipesIteratorReply.Builder; GetFetcherRequest; GetFetcherRequest.Builder; GetFetcherReply; GetFetcherReply.Builder; GetFetcherConfigJsonSchemaRequest; GetFetcherConfigJsonSchemaRequest.Builder; GetPipesIteratorReply; GetPipesIteratorReply.Builder; TikaProto; GetPipesIteratorRequest; GetPipesIteratorRequest.Builder; FetchAndParseRequest; FetchAndParseRequest.Builder; SaveFetcherReplyOrBuilder; GetFetcherReplyOrBuilder; GetFetcherConfigJsonSchemaReply; GetFetcherConfigJsonSchemaReply.Builder; DeletePipesIteratorReply; DeletePipesIteratorReply.Builder; ListFetchersRequest; ListFetchersRequest.Builder; SavePipesIteratorRequest; SavePipesIteratorRequest.Builder; GetFetcherRequestOrBuilder; GetPipesIteratorReplyOrBuilder; SavePipesIteratorReplyOrBuilder; ListFetchersReplyOrBuilder; GetFetcherConfigJsonSchemaRequestOrBuilder; ListFetchersReply; ListFetchersReply.Builder; DeleteFetcherRequest; DeleteFetcherRequest.Builder; DeleteFetcherReply; DeleteFetcherReply.Builder; FetchAndParseReply; FetchAndParseReply.FieldsDefaultEntryHolder; FetchAndParseReply.Builder; DeletePipesIteratorRequest; DeletePipesIteratorRequest.Builder; GetPipesIteratorRequestOrBuilder; SaveFetcherRequest; SaveFetcherRequest.Builder; GetFetcherReply.ParamsDefaultEntryHolder; DeleteFetcherRequestOrBuilder; GetFetcherConfigJsonSchemaReplyOrBuilder; DeleteFetcherReplyOrBuilder; SaveFetcherRequestOrBuilder; FetchAndParseRequestOrBuilder; ListFetchersRequestOrBuilder; DeletePipesIteratorRequestOrBuilder; DeletePipesIteratorReplyOrBuilder; FetchAndParseReplyOrBuilder; SavePipesIteratorRequestOrBuilder]; [TikaGrpc.AsyncService]; [TikaGrpc.TikaImplBase]; [TikaGrpc.TikaStub]; [TikaGrpc.TikaBlockingV2Stub]; [TikaGrpc.TikaBlockingStub]; [TikaGrpc.TikaFutureStub]; [TikaGrpc.MethodHandlers]; [TikaGrpc.TikaBaseDescriptorSupplier]; [TikaGrpc.TikaFileDescriptorSupplier]; [TikaGrpc.TikaMethodDescriptorSupplier]. LCC (Lack of Component Cohesion) = 0.27
tika,org.apache.tika,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika; org.apache.tika.detect; org.apache.tika
tika,org.apache.tika,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika; org.apache.tika.parser; org.apache.tika
tika,org.apache.tika,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika; org.apache.tika.config; org.apache.tika
tika,org.apache.tika.io,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.utils
tika,org.apache.tika.io,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TailStreamTest; TailStream]; [FilenameUtilsTest; FilenameUtils; TemporaryResourcesTest; TemporaryResources; TikaInputStreamTest; TikaInputStream; IOUtils; InputStreamFactory; BoundedInputStream]; [EndianUtilsTest; EndianUtils]; [LookaheadInputStreamTest; LookaheadInputStream]; [EndianUtils.BufferUnderrunException]. LCC (Lack of Component Cohesion) = 0.31
tika,org.apache.tika.io,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.io; org.apache.tika.utils; org.apache.tika.io
tika,org.apache.tika.language.detect,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.config
tika,org.apache.tika.language.detect,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LanguageNamesTest; LanguageNames]; [LanguageDetector; LanguageWriter; LanguageHandler; LanguageResult; LanguageConfidence]. LCC (Lack of Component Cohesion) = 0.29
tika,org.apache.tika.parser.multiple,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.metadata; org.apache.tika.sax.
tika,org.apache.tika.pipes.pipesiterator,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.pipes; org.apache.tika.config
tika,org.apache.tika.pipes.pipesiterator,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [FileSystemPipesIteratorTest; PipesIterator; CallablePipesIterator]; [PipesIterator.TupleIterator]; [TotalCountResult; TotalCounter]; [TotalCountResult.STATUS]. LCC (Lack of Component Cohesion) = 0.57
tika,org.apache.tika.pipes.emitter,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MockEmitter; TikaEmitterException; StreamEmitter; AbstractEmitter; Emitter; EmptyEmitter; EmitterManager]; [EmitKey; EmitData]. LCC (Lack of Component Cohesion) = 0.22
tika,org.apache.tika.pipes,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.pipes.extractor; org.apache.tika.metadata.filter
